settlement_period,forecast_wind_mw,national_demand_mw,embedded_solar_generation_mw,price_gbp
2019-12-22 20:00:00,4377.0,34961,0,36.91
2019-12-22 21:00:00,4863.0,32454,0,38.5
2019-12-22 22:00:00,5511.0,29347,0,29.9
2019-12-22 23:00:00,6121.0,26248,0,41.37
2019-12-23 00:00:00,6133.0,24821,0,35.2
2019-12-23 01:00:00,6567.0,24661,0,29.95
2019-12-23 02:00:00,7027.0,23321,0,24.96
2019-12-23 03:00:00,7451.0,22304,0,20.69
2019-12-23 04:00:00,7803.0,21495,0,2.14
2019-12-23 05:00:00,8118.0,22258,0,20.28
2019-12-23 06:00:00,8392.0,25622,0,29.59
2019-12-23 07:00:00,8607.0,29927,0,33.05
2019-12-23 08:00:00,8813.0,33166,19,40.3
2019-12-23 09:00:00,8970.0,34933,768,41.89
2019-12-23 10:00:00,9104.0,34278,2030,38.9
2019-12-23 11:00:00,9200.0,33255,2830,38.9
2019-12-23 12:00:00,9223.0,33283,2630,38.58
2019-12-23 13:00:00,9121.0,33746,1930,38.5
2019-12-23 14:00:00,8961.0,34358,1080,40.9
2019-12-23 15:00:00,8759.0,35411,216,34.9
2019-12-23 16:00:00,8490.0,37751,0,50.11
2019-12-23 17:00:00,8190.0,39158,0,55.5
2019-12-23 18:00:00,7816.0,39061,0,54.54
2019-12-23 19:00:00,7305.0,37692,0,50.0
2019-12-23 20:00:00,6744.0,35652,0,42.3
2019-12-23 21:00:00,6135.0,33384,0,40.14
2019-12-23 22:00:00,5470.0,30314,0,35.15
2019-12-23 23:00:00,4805.0,27274,0,37.7
2019-12-24 00:00:00,3735.0,25571,0,40.54
2019-12-24 01:00:00,3189.0,25521,0,36.94
2019-12-24 02:00:00,2739.0,24111,0,36.4
2019-12-24 03:00:00,2424.0,23037,0,33.66
2019-12-24 04:00:00,2249.0,22111,0,32.4
2019-12-24 05:00:00,2151.0,22684,0,34.41
2019-12-24 06:00:00,2218.0,25411,0,40.0
2019-12-24 07:00:00,2501.0,29103,0,31.99
2019-12-24 08:00:00,2781.0,32302,19,37.5
2019-12-24 09:00:00,3002.0,34561,456,48.4
2019-12-24 10:00:00,3233.0,34716,1430,49.91
2019-12-24 11:00:00,3457.0,34164,1880,47.01
2019-12-24 12:00:00,3691.0,33853,1850,44.91
2019-12-24 13:00:00,3854.0,33783,1050,39.34
2019-12-24 14:00:00,4008.0,33807,643,34.47
2019-12-24 15:00:00,4148.0,34127,157,36.0
2019-12-24 16:00:00,4257.0,35859,0,50.93
2019-12-24 17:00:00,4338.0,37458,0,52.78
2019-12-24 18:00:00,4433.0,36360,0,45.6
2019-12-24 19:00:00,4567.0,34432,0,43.6
2019-12-24 20:00:00,4709.0,32454,0,37.97
2019-12-24 21:00:00,4866.0,30118,0,37.45
2019-12-24 22:00:00,5055.0,27335,0,32.98
2019-12-24 23:00:00,5252.0,24896,0,30.57
2019-12-25 00:00:00,5812.0,23472,0,27.93
2019-12-25 01:00:00,5980.0,23411,0,22.22
2019-12-25 02:00:00,6075.0,22017,0,16.27
2019-12-25 03:00:00,6101.0,21326,0,12.39
2019-12-25 04:00:00,5922.0,20649,0,15.89
2019-12-25 05:00:00,5678.0,20946,0,22.22
2019-12-25 06:00:00,5284.0,22632,0,33.4
2019-12-25 07:00:00,4775.0,25190,0,24.6
2019-12-25 08:00:00,4231.0,28259,29,32.0
2019-12-25 09:00:00,3772.0,30813,1140,37.0
2019-12-25 10:00:00,3348.0,31441,2590,41.1
2019-12-25 11:00:00,2932.0,31430,3400,45.0
2019-12-25 12:00:00,2518.0,32595,3480,50.18
2019-12-25 13:00:00,2076.0,33285,3020,52.39
2019-12-25 14:00:00,1684.0,32766,1820,48.9
2019-12-25 15:00:00,1332.0,32335,366,44.92
2019-12-25 16:00:00,958.0,31992,0,45.0
2019-12-25 17:00:00,802.0,31567,1,41.12
2019-12-25 18:00:00,729.0,30448,0,36.7
2019-12-25 19:00:00,808.0,29723,0,38.9
2019-12-25 20:00:00,991.0,28997,0,39.01
2019-12-25 21:00:00,1321.0,27561,0,35.32
2019-12-25 22:00:00,1845.0,26252,0,32.96
2019-12-25 23:00:00,2458.0,24069,0,56.95
2019-12-26 00:00:00,3637.0,23154,0,49.97
2019-12-26 01:00:00,4439.0,23080,0,36.0
2019-12-26 02:00:00,5216.0,21728,0,27.84
2019-12-26 03:00:00,5970.0,20829,0,26.57
2019-12-26 04:00:00,6668.0,19909,0,12.2
2019-12-26 05:00:00,7434.0,19793,0,18.2
2019-12-26 06:00:00,8148.0,21137,0,21.34
2019-12-26 07:00:00,8683.0,22345,0,23.65
2019-12-26 08:00:00,9140.0,24136,0,28.48
2019-12-26 09:00:00,9443.0,27179,32,30.7
2019-12-26 10:00:00,9507.0,29861,189,31.5
2019-12-26 11:00:00,9418.0,31416,398,35.51
2019-12-26 12:00:00,9179.0,32403,491,38.0
2019-12-26 13:00:00,8730.0,32588,422,36.37
2019-12-26 14:00:00,8235.0,32095,232,36.37
2019-12-26 15:00:00,7740.0,32074,56,37.5
2019-12-26 16:00:00,7499.0,33087,0,44.36
2019-12-26 17:00:00,7045.0,34184,0,49.96
2019-12-26 18:00:00,6583.0,33595,0,47.42
2019-12-26 19:00:00,6142.0,32617,0,42.18
2019-12-26 20:00:00,5697.0,31351,0,37.6
2019-12-26 21:00:00,5258.0,29615,0,37.7
2019-12-26 22:00:00,4861.0,27411,0,42.0
2019-12-26 23:00:00,4488.0,25051,0,35.77
2019-12-27 00:00:00,3743.0,23955,0,36.04
2019-12-27 01:00:00,3768.0,24012,0,28.73
2019-12-27 02:00:00,3851.0,23085,0,24.99
2019-12-27 03:00:00,3930.0,22405,0,24.63
2019-12-27 04:00:00,4029.0,21694,0,24.7
2019-12-27 05:00:00,4223.0,22240,0,26.55
2019-12-27 06:00:00,4499.0,24560,0,31.11
2019-12-27 07:00:00,4829.0,27224,0,30.44
2019-12-27 08:00:00,5136.0,29714,1,34.01
2019-12-27 09:00:00,5354.0,32817,153,34.31
2019-12-27 10:00:00,5423.0,34605,301,35.43
2019-12-27 11:00:00,5479.0,34960,432,37.0
2019-12-27 12:00:00,5487.0,35121,488,40.0
2019-12-27 13:00:00,5479.0,34873,412,38.6
2019-12-27 14:00:00,5478.0,34971,242,40.0
2019-12-27 15:00:00,5620.0,34952,53,39.75
2019-12-27 16:00:00,5998.0,36584,0,49.95
2019-12-27 17:00:00,6037.0,38277,0,55.0
2019-12-27 18:00:00,6045.0,37774,0,48.32
2019-12-27 19:00:00,5971.0,35919,0,42.0
2019-12-27 20:00:00,5894.0,34099,0,35.1
2019-12-27 21:00:00,5801.0,31584,0,31.35
2019-12-27 22:00:00,5664.0,28984,0,29.4
2019-12-27 23:00:00,5524.0,26091,0,32.64
2019-12-28 00:00:00,5234.0,24746,0,28.2
2019-12-28 01:00:00,5301.0,24272,0,24.97
2019-12-28 02:00:00,5384.0,22730,0,23.09
2019-12-28 03:00:00,5550.0,21985,0,20.54
2019-12-28 04:00:00,5796.0,21090,0,19.04
2019-12-28 05:00:00,6117.0,21100,0,19.92
2019-12-28 06:00:00,6408.0,22673,0,21.46
2019-12-28 07:00:00,6716.0,24600,0,25.9
2019-12-28 08:00:00,7054.0,26813,0,31.0
2019-12-28 09:00:00,7241.0,29694,235,33.99
2019-12-28 10:00:00,7304.0,31523,717,39.48
2019-12-28 11:00:00,7347.0,32495,915,40.0
2019-12-28 12:00:00,7344.0,32816,820,37.0
2019-12-28 13:00:00,7327.0,32625,744,36.57
2019-12-28 14:00:00,7274.0,32330,370,34.97
2019-12-28 15:00:00,7310.0,32591,89,34.43
2019-12-28 16:00:00,7464.0,34604,0,50.0
2019-12-28 17:00:00,7625.0,36998,0,54.4
2019-12-28 18:00:00,7757.0,35701,0,45.13
2019-12-28 19:00:00,7845.0,34120,0,34.82
2019-12-28 20:00:00,7932.0,32111,0,32.98
2019-12-28 21:00:00,7997.0,29946,0,30.41
2019-12-28 22:00:00,8000.0,27301,0,26.32
2019-12-28 23:00:00,8002.0,25030,0,26.85
2019-12-29 00:00:00,7909.0,23690,0,24.65
2019-12-29 01:00:00,7931.0,23334,0,23.55
2019-12-29 02:00:00,8160.0,21907,0,19.99
2019-12-29 03:00:00,8298.0,20730,0,18.0
2019-12-29 04:00:00,8332.0,19961,0,17.79
2019-12-29 05:00:00,8333.0,19889,0,18.97
2019-12-29 06:00:00,8466.0,20995,0,20.96
2019-12-29 07:00:00,8678.0,22367,0,24.08
2019-12-29 08:00:00,8819.0,24314,7,26.36
2019-12-29 09:00:00,8776.0,27394,202,31.76
2019-12-29 10:00:00,8740.0,29564,777,39.91
2019-12-29 11:00:00,8751.0,30316,1210,38.0
2019-12-29 12:00:00,8687.0,30657,1920,41.51
2019-12-29 13:00:00,8658.0,30668,1870,38.6
2019-12-29 14:00:00,8624.0,30807,1270,36.0
2019-12-29 15:00:00,8624.0,31335,456,34.0
2019-12-29 16:00:00,8476.0,34022,1,51.06
2019-12-29 17:00:00,8539.0,36367,0,55.61
2019-12-29 18:00:00,8621.0,36115,0,46.8
2019-12-29 19:00:00,8586.0,34640,0,39.94
2019-12-29 20:00:00,8544.0,32555,0,35.84
2019-12-29 21:00:00,8491.0,30152,0,32.44
2019-12-29 22:00:00,8403.0,27630,0,25.32
2019-12-29 23:00:00,8275.0,25242,0,24.97
2019-12-30 00:00:00,7644.0,23893,0,24.9
2019-12-30 01:00:00,7423.0,23735,0,22.96
2019-12-30 02:00:00,7186.0,22529,0,19.81
2019-12-30 03:00:00,6911.0,21712,0,19.03
2019-12-30 04:00:00,6573.0,20944,0,19.92
2019-12-30 05:00:00,6273.0,21672,0,25.29
2019-12-30 06:00:00,6021.0,24302,0,33.25
2019-12-30 07:00:00,5828.0,27395,0,36.1
2019-12-30 08:00:00,5671.0,29841,9,37.11
2019-12-30 09:00:00,5438.0,32233,758,37.22
2019-12-30 10:00:00,5200.0,32251,2100,38.0
2019-12-30 11:00:00,5058.0,32116,3130,34.46
2019-12-30 12:00:00,4944.0,31994,3550,35.0
2019-12-30 13:00:00,4787.0,32210,3300,35.1
2019-12-30 14:00:00,4600.0,32547,2230,37.67
2019-12-30 15:00:00,4279.0,33821,593,34.52
2019-12-30 16:00:00,3819.0,36798,1,51.96
2019-12-30 17:00:00,3710.0,39590,1,59.65
2019-12-30 18:00:00,3567.0,39167,0,54.0
2019-12-30 19:00:00,3308.0,37630,0,46.95
2019-12-30 20:00:00,3073.0,36033,0,39.4
2019-12-30 21:00:00,2833.0,33541,0,45.15
2019-12-30 22:00:00,2525.0,30388,0,39.26
2019-12-30 23:00:00,2246.0,27135,0,41.61
2019-12-31 00:00:00,1887.0,25728,0,37.65
2019-12-31 01:00:00,1628.0,25594,0,38.0
2019-12-31 02:00:00,1437.0,24213,0,31.05
2019-12-31 03:00:00,1380.0,23225,0,29.3
2019-12-31 04:00:00,1486.0,22827,0,28.93
2019-12-31 05:00:00,1602.0,23209,0,31.22
2019-12-31 06:00:00,1708.0,25463,0,36.82
2019-12-31 07:00:00,1855.0,28320,0,35.09
2019-12-31 08:00:00,1988.0,30779,4,36.84
2019-12-31 09:00:00,2108.0,33470,350,42.45
2019-12-31 10:00:00,2186.0,34865,1070,40.95
2019-12-31 11:00:00,2288.0,35519,1500,44.0
2019-12-31 12:00:00,2430.0,35649,1810,46.0
2019-12-31 13:00:00,2601.0,35346,1570,43.86
2019-12-31 14:00:00,2770.0,35421,982,36.09
2019-12-31 15:00:00,3001.0,35784,201,37.21
2019-12-31 16:00:00,3294.0,37250,0,53.35
2019-12-31 17:00:00,3552.0,39386,0,55.1
2019-12-31 18:00:00,3832.0,38292,0,45.6
2019-12-31 19:00:00,4149.0,36119,0,39.07
2019-12-31 20:00:00,4491.0,33275,0,37.71
2019-12-31 21:00:00,4782.0,30709,0,34.22
2019-12-31 22:00:00,4868.0,28260,0,32.75
2019-12-31 23:00:00,4959.0,26765,0,39.94
2020-01-01 00:00:00,4661.0,26340,0,43.45
2020-01-01 01:00:00,4516.0,26569,0,41.12
2020-01-01 02:00:00,4386.0,25075,0,29.98
2020-01-01 03:00:00,4231.0,23724,0,27.1
2020-01-01 04:00:00,4067.0,22537,0,26.37
2020-01-01 05:00:00,3968.0,22358,0,26.32
2020-01-01 06:00:00,3949.0,23354,0,26.24
2020-01-01 07:00:00,4043.0,24162,0,26.92
2020-01-01 08:00:00,4141.0,24904,3,27.97
2020-01-01 09:00:00,4220.0,26840,265,32.6
2020-01-01 10:00:00,4316.0,29209,897,38.0
2020-01-01 11:00:00,4455.0,30508,1080,44.53
2020-01-01 12:00:00,4616.0,32317,1060,40.0
2020-01-01 13:00:00,4821.0,32943,850,40.0
2020-01-01 14:00:00,5014.0,33273,458,39.69
2020-01-01 15:00:00,5256.0,33908,63,37.0
2020-01-01 16:00:00,5584.0,35524,0,50.2
2020-01-01 17:00:00,6032.0,37271,0,53.3
2020-01-01 18:00:00,6475.0,36138,0,43.0
2020-01-01 19:00:00,6877.0,34613,0,41.14
2020-01-01 20:00:00,7246.0,32734,0,36.0
2020-01-01 21:00:00,7553.0,30352,0,35.92
2020-01-01 22:00:00,7814.0,27187,0,32.0
2020-01-01 23:00:00,8108.0,24414,0,30.71
2020-01-02 00:00:00,8722.0,23040,0,27.74
2020-01-02 01:00:00,9088.0,23037,0,26.46
2020-01-02 02:00:00,9426.0,21773,0,23.83
2020-01-02 03:00:00,9694.0,20953,0,23.46
2020-01-02 04:00:00,9929.0,20398,0,23.63
2020-01-02 05:00:00,10204.0,21150,0,28.08
2020-01-02 06:00:00,10522.0,24339,0,34.83
2020-01-02 07:00:00,10765.0,28428,0,36.9
2020-01-02 08:00:00,10964.0,31417,1,37.36
2020-01-02 09:00:00,11133.0,34075,288,37.72
2020-01-02 10:00:00,11290.0,35016,872,39.12
2020-01-02 11:00:00,11456.0,35668,771,39.17
2020-01-02 12:00:00,11617.0,36409,690,38.95
2020-01-02 13:00:00,11726.0,36389,453,38.22
2020-01-02 14:00:00,11775.0,36394,265,38.12
2020-01-02 15:00:00,11690.0,37055,31,38.49
2020-01-02 16:00:00,11327.0,38890,0,40.23
2020-01-02 17:00:00,11279.0,40528,0,45.9
2020-01-02 18:00:00,11211.0,39465,0,40.0
2020-01-02 19:00:00,11200.0,37487,0,37.91
2020-01-02 20:00:00,11267.0,34913,0,32.0
2020-01-02 21:00:00,11175.0,31761,0,28.65
2020-01-02 22:00:00,11173.0,28148,0,27.64
2020-01-02 23:00:00,11121.0,25394,0,26.55
2020-01-03 00:00:00,10890.0,23901,0,25.47
2020-01-03 01:00:00,10640.0,24294,0,24.05
2020-01-03 02:00:00,10350.0,23295,0,21.67
2020-01-03 03:00:00,10080.0,22818,0,19.58
2020-01-03 04:00:00,9826.0,22201,0,22.71
2020-01-03 05:00:00,9587.0,22905,0,27.09
2020-01-03 06:00:00,9336.0,26175,0,36.51
2020-01-03 07:00:00,9230.0,29967,0,35.43
2020-01-03 08:00:00,9192.0,33354,3,40.0
2020-01-03 09:00:00,9262.0,35866,244,43.0
2020-01-03 10:00:00,9535.0,36095,1060,42.98
2020-01-03 11:00:00,9701.0,35545,2520,39.25
2020-01-03 12:00:00,9850.0,35558,3140,34.7
2020-01-03 13:00:00,9898.0,35109,3020,34.13
2020-01-03 14:00:00,9943.0,35189,2300,33.56
2020-01-03 15:00:00,10093.0,36286,740,34.01
2020-01-03 16:00:00,10491.0,38661,5,41.48
2020-01-03 17:00:00,10619.0,41630,0,47.11
2020-01-03 18:00:00,10749.0,40851,0,39.99
2020-01-03 19:00:00,10922.0,39468,0,38.88
2020-01-03 20:00:00,11077.0,36679,0,35.38
2020-01-03 21:00:00,11195.0,33325,0,33.98
2020-01-03 22:00:00,11213.0,29900,0,32.85
2020-01-03 23:00:00,11202.0,26801,0,28.99
2020-01-04 00:00:00,10715.0,25196,0,26.69
2020-01-04 01:00:00,10735.0,24856,0,25.1
2020-01-04 02:00:00,10673.0,23183,0,23.77
2020-01-04 03:00:00,10516.0,22212,0,21.86
2020-01-04 04:00:00,10248.0,21269,0,21.55
2020-01-04 05:00:00,9912.0,21355,0,22.0
2020-01-04 06:00:00,9541.0,22964,0,23.97
2020-01-04 07:00:00,9156.0,25456,0,26.51
2020-01-04 08:00:00,8801.0,28102,18,32.0
2020-01-04 09:00:00,8553.0,30911,509,34.57
2020-01-04 10:00:00,8406.0,32400,981,35.24
2020-01-04 11:00:00,8254.0,32772,1960,36.62
2020-01-04 12:00:00,8062.0,32546,2630,36.62
2020-01-04 13:00:00,7806.0,32506,2230,38.43
2020-01-04 14:00:00,7531.0,32647,1090,37.6
2020-01-04 15:00:00,7181.0,33477,268,32.43
2020-01-04 16:00:00,6714.0,35896,2,46.41
2020-01-04 17:00:00,6498.0,38501,0,59.0
2020-01-04 18:00:00,6350.0,38358,0,50.57
2020-01-04 19:00:00,6411.0,36936,0,40.62
2020-01-04 20:00:00,6470.0,34754,0,35.91
2020-01-04 21:00:00,6550.0,32340,0,34.94
2020-01-04 22:00:00,6699.0,29194,0,33.35
2020-01-04 23:00:00,6827.0,26382,0,39.0
2020-01-05 00:00:00,7274.0,25028,0,28.46
2020-01-05 01:00:00,7306.0,24654,0,27.38
2020-01-05 02:00:00,7319.0,23101,0,26.35
2020-01-05 03:00:00,7384.0,22266,0,26.23
2020-01-05 04:00:00,7534.0,21285,0,24.96
2020-01-05 05:00:00,7672.0,21034,0,25.38
2020-01-05 06:00:00,7837.0,21973,0,26.02
2020-01-05 07:00:00,8076.0,23538,0,28.09
2020-01-05 08:00:00,8320.0,25412,0,30.0
2020-01-05 09:00:00,8565.0,28565,226,32.95
2020-01-05 10:00:00,8788.0,30908,714,39.0
2020-01-05 11:00:00,8918.0,32124,930,33.64
2020-01-05 12:00:00,8944.0,33344,971,34.0
2020-01-05 13:00:00,8861.0,33570,652,38.0
2020-01-05 14:00:00,8771.0,34037,521,39.0
2020-01-05 15:00:00,8704.0,34866,188,35.79
2020-01-05 16:00:00,8749.0,37246,0,48.0
2020-01-05 17:00:00,8756.0,39634,1,58.13
2020-01-05 18:00:00,8758.0,38677,0,45.73
2020-01-05 19:00:00,8755.0,36857,0,40.48
2020-01-05 20:00:00,8748.0,34329,0,33.41
2020-01-05 21:00:00,8757.0,31418,0,35.0
2020-01-05 22:00:00,8820.0,27933,0,31.11
2020-01-05 23:00:00,8871.0,24442,0,24.36
2020-01-06 00:00:00,8908.0,23029,0,24.23
2020-01-06 01:00:00,8981.0,22599,0,24.29
2020-01-06 02:00:00,9185.0,21814,0,23.16
2020-01-06 03:00:00,9387.0,20950,0,22.52
2020-01-06 04:00:00,9576.0,20358,0,24.04
2020-01-06 05:00:00,9837.0,21449,0,27.52
2020-01-06 06:00:00,10168.0,26210,0,36.03
2020-01-06 07:00:00,10760.0,32720,0,37.2
2020-01-06 08:00:00,11189.0,36122,0,39.36
2020-01-06 09:00:00,11452.0,37403,131,38.52
2020-01-06 10:00:00,11550.0,37508,540,37.18
2020-01-06 11:00:00,11607.0,37658,962,36.16
2020-01-06 12:00:00,11674.0,38104,1060,35.46
2020-01-06 13:00:00,11755.0,38271,788,36.19
2020-01-06 14:00:00,11723.0,38066,401,38.0
2020-01-06 15:00:00,11477.0,38375,134,38.24
2020-01-06 16:00:00,11049.0,40389,5,42.93
2020-01-06 17:00:00,10750.0,42400,0,51.28
2020-01-06 18:00:00,10392.0,41866,0,46.1
2020-01-06 19:00:00,10079.0,40263,0,43.28
2020-01-06 20:00:00,9715.0,38094,0,35.38
2020-01-06 21:00:00,9345.0,34669,0,35.59
2020-01-06 22:00:00,9052.0,30494,0,30.0
2020-01-06 23:00:00,8720.0,26993,0,27.98
2020-01-07 00:00:00,7341.0,25424,0,27.2
2020-01-07 01:00:00,7297.0,25767,0,26.14
2020-01-07 02:00:00,7472.0,24535,0,25.37
2020-01-07 03:00:00,7861.0,23705,0,25.85
2020-01-07 04:00:00,8330.0,22757,0,26.98
2020-01-07 05:00:00,8667.0,23526,0,34.0
2020-01-07 06:00:00,8980.0,27669,0,42.73
2020-01-07 07:00:00,9381.0,33850,0,42.5
2020-01-07 08:00:00,9545.0,36396,4,44.57
2020-01-07 09:00:00,9933.0,37085,236,43.44
2020-01-07 10:00:00,10525.0,37064,618,41.29
2020-01-07 11:00:00,10856.0,36902,806,40.29
2020-01-07 12:00:00,11144.0,37467,864,39.93
2020-01-07 13:00:00,11359.0,37423,600,39.3
2020-01-07 14:00:00,11520.0,37240,349,37.84
2020-01-07 15:00:00,11540.0,37241,83,40.02
2020-01-07 16:00:00,11292.0,39749,0,42.11
2020-01-07 17:00:00,11320.0,41485,0,42.24
2020-01-07 18:00:00,11339.0,40529,0,42.76
2020-01-07 19:00:00,11364.0,38666,0,41.8
2020-01-07 20:00:00,11463.0,35855,0,36.46
2020-01-07 21:00:00,11673.0,32526,0,32.98
2020-01-07 22:00:00,11533.0,27993,0,28.72
2020-01-07 23:00:00,11374.0,24399,0,23.9
2020-01-08 00:00:00,11517.0,22751,0,22.56
2020-01-08 01:00:00,11150.0,22990,0,20.35
2020-01-08 02:00:00,10745.0,22167,0,17.3
2020-01-08 03:00:00,10327.0,21594,0,16.88
2020-01-08 04:00:00,9872.0,21338,0,20.88
2020-01-08 05:00:00,9344.0,22679,0,27.42
2020-01-08 06:00:00,8856.0,27404,0,35.07
2020-01-08 07:00:00,8408.0,34415,0,36.91
2020-01-08 08:00:00,7970.0,37392,1,36.41
2020-01-08 09:00:00,7500.0,37757,392,38.02
2020-01-08 10:00:00,7092.0,37873,753,38.03
2020-01-08 11:00:00,6649.0,38009,1320,38.67
2020-01-08 12:00:00,6126.0,38227,1320,39.07
2020-01-08 13:00:00,5419.0,38538,1130,40.02
2020-01-08 14:00:00,4743.0,39073,516,40.27
2020-01-08 15:00:00,4310.0,39245,117,41.63
2020-01-08 16:00:00,4199.0,41777,0,51.57
2020-01-08 17:00:00,3825.0,43515,0,58.0
2020-01-08 18:00:00,3583.0,43289,0,49.6
2020-01-08 19:00:00,3768.0,41717,0,44.2
2020-01-08 20:00:00,4130.0,39464,0,39.32
2020-01-08 21:00:00,4819.0,36285,0,36.29
2020-01-08 22:00:00,6049.0,31808,0,34.5
2020-01-08 23:00:00,7082.0,27718,0,37.79
2020-01-09 00:00:00,8129.0,26087,0,34.29
2020-01-09 01:00:00,8721.0,25500,0,28.47
2020-01-09 02:00:00,9059.0,23942,0,26.42
2020-01-09 03:00:00,9290.0,23067,0,23.86
2020-01-09 04:00:00,9448.0,22385,0,23.92
2020-01-09 05:00:00,9552.0,23295,0,29.0
2020-01-09 06:00:00,9557.0,27523,0,38.25
2020-01-09 07:00:00,9553.0,34175,0,39.37
2020-01-09 08:00:00,9569.0,37310,1,39.67
2020-01-09 09:00:00,9677.0,37961,421,37.98
2020-01-09 10:00:00,9774.0,37514,1130,34.98
2020-01-09 11:00:00,9937.0,37452,1800,32.71
2020-01-09 12:00:00,10121.0,37889,2110,35.0
2020-01-09 13:00:00,10263.0,38570,1680,36.58
2020-01-09 14:00:00,10222.0,39203,577,38.91
2020-01-09 15:00:00,9903.0,39965,109,37.0
2020-01-09 16:00:00,9146.0,42466,1,50.09
2020-01-09 17:00:00,9023.0,43681,0,59.5
2020-01-09 18:00:00,8876.0,42761,0,48.0
2020-01-09 19:00:00,8760.0,41846,0,43.03
2020-01-09 20:00:00,8633.0,39168,0,37.54
2020-01-09 21:00:00,8493.0,36006,0,37.5
2020-01-09 22:00:00,8336.0,31824,0,34.5
2020-01-09 23:00:00,8164.0,27684,0,36.58
2020-01-10 00:00:00,5520.0,26060,0,35.75
2020-01-10 01:00:00,5402.0,26117,0,34.77
2020-01-10 02:00:00,5283.0,25268,0,27.97
2020-01-10 03:00:00,5322.0,24639,0,24.38
2020-01-10 04:00:00,5332.0,24117,0,24.58
2020-01-10 05:00:00,5295.0,25175,0,27.9
2020-01-10 06:00:00,5168.0,29539,0,38.06
2020-01-10 07:00:00,5019.0,36515,0,41.44
2020-01-10 08:00:00,4887.0,38961,9,47.09
2020-01-10 09:00:00,4795.0,38970,658,47.7
2020-01-10 10:00:00,4747.0,38470,2010,44.2
2020-01-10 11:00:00,4803.0,37953,3250,38.1
2020-01-10 12:00:00,4885.0,38007,3540,34.7
2020-01-10 13:00:00,5099.0,37615,3400,32.72
2020-01-10 14:00:00,5529.0,37393,2540,32.94
2020-01-10 15:00:00,6151.0,37475,934,35.41
2020-01-10 16:00:00,7071.0,39945,8,41.23
2020-01-10 17:00:00,7673.0,42282,1,43.81
2020-01-10 18:00:00,8077.0,41042,0,39.54
2020-01-10 19:00:00,8655.0,39323,0,39.41
2020-01-10 20:00:00,9100.0,36444,0,36.19
2020-01-10 21:00:00,9442.0,32942,0,34.78
2020-01-10 22:00:00,9838.0,29346,0,27.55
2020-01-10 23:00:00,10162.0,25650,0,29.97
2020-01-11 00:00:00,10475.0,23840,0,28.2
2020-01-11 01:00:00,10753.0,23398,0,25.99
2020-01-11 02:00:00,11026.0,21940,0,24.0
2020-01-11 03:00:00,11280.0,20997,0,20.5
2020-01-11 04:00:00,11458.0,20188,0,14.99
2020-01-11 05:00:00,11599.0,20215,0,17.44
2020-01-11 06:00:00,11722.0,21931,0,24.95
2020-01-11 07:00:00,11841.0,24585,0,29.51
2020-01-11 08:00:00,11928.0,27677,0,33.18
2020-01-11 09:00:00,11975.0,30615,229,33.1
2020-01-11 10:00:00,11961.0,31968,726,33.04
2020-01-11 11:00:00,11953.0,32048,963,33.55
2020-01-11 12:00:00,11958.0,32246,971,32.39
2020-01-11 13:00:00,11925.0,32216,647,35.9
2020-01-11 14:00:00,11813.0,32153,396,34.72
2020-01-11 15:00:00,11555.0,32608,148,29.3
2020-01-11 16:00:00,11083.0,34525,1,38.6
2020-01-11 17:00:00,10917.0,36687,0,59.5
2020-01-11 18:00:00,10687.0,36596,0,51.5
2020-01-11 19:00:00,10492.0,34715,0,44.4
2020-01-11 20:00:00,10243.0,32722,0,40.0
2020-01-11 21:00:00,9966.0,30491,0,37.92
2020-01-11 22:00:00,9819.0,27896,0,34.01
2020-01-11 23:00:00,9746.0,25486,0,33.65
2020-01-12 00:00:00,7885.0,24292,0,34.98
2020-01-12 01:00:00,7707.0,24119,0,32.9
2020-01-12 02:00:00,7727.0,23177,0,29.2
2020-01-12 03:00:00,7778.0,22406,0,24.14
2020-01-12 04:00:00,7822.0,21497,0,20.64
2020-01-12 05:00:00,7968.0,21385,0,21.79
2020-01-12 06:00:00,8105.0,22208,0,27.6
2020-01-12 07:00:00,8360.0,23786,0,25.03
2020-01-12 08:00:00,8680.0,26189,15,31.44
2020-01-12 09:00:00,8876.0,28652,777,38.0
2020-01-12 10:00:00,8800.0,30393,1870,40.2
2020-01-12 11:00:00,8952.0,30728,2420,40.7
2020-01-12 12:00:00,9032.0,31555,2260,40.0
2020-01-12 13:00:00,8839.0,31665,2290,37.98
2020-01-12 14:00:00,8692.0,31826,1760,35.1
2020-01-12 15:00:00,8420.0,33238,769,31.03
2020-01-12 16:00:00,7915.0,36704,17,45.0
2020-01-12 17:00:00,7766.0,40362,0,65.0
2020-01-12 18:00:00,7643.0,39661,0,51.4
2020-01-12 19:00:00,7690.0,37711,0,41.0
2020-01-12 20:00:00,7732.0,35366,0,39.6
2020-01-12 21:00:00,7764.0,32355,0,41.0
2020-01-12 22:00:00,7768.0,28929,0,32.99
2020-01-12 23:00:00,7763.0,25631,0,26.27
2020-01-13 00:00:00,7206.0,24150,0,23.45
2020-01-13 01:00:00,7396.0,24091,0,22.29
2020-01-13 02:00:00,7700.0,23138,0,21.75
2020-01-13 03:00:00,8011.0,22502,0,20.84
2020-01-13 04:00:00,8301.0,22415,0,23.0
2020-01-13 05:00:00,8556.0,23221,0,31.39
2020-01-13 06:00:00,8928.0,27864,0,41.0
